customer_id,acquisition_date,acquisition_channel,campaign_id,first_touch_channel,last_touch_channel,acquisition_device,acquisition_platform,referral_flag
CUST087558,2025-03-20,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087559,2023-05-02,Direct,,Direct,Direct,Mobile,iOS,False
CUST087560,2025-03-29,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087561,2025-10-25,Paid Search,,Paid Search,Paid Search,Tablet,Website,False
CUST087562,2025-07-21,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087563,2025-04-12,Organic Search,,Referral,Organic Search,Mobile,Android,False
CUST087564,2025-01-13,Referral,,Referral,Referral,Mobile,iOS,True
CUST087565,2023-10-13,Organic Search,,Paid Search,Organic Search,Mobile,Website,False
CUST087566,2025-05-03,Paid Social,CAMP0018,Paid Social,Paid Social,Desktop,Website,False
CUST087567,2024-09-26,Organic Search,,Paid Search,Organic Search,Desktop,Website,False
CUST087568,2025-10-27,Paid Social,CAMP0002,Organic Social,Paid Social,Mobile,Website,False
CUST087569,2024-04-05,Paid Social,,Direct,Paid Social,Mobile,iOS,False
CUST087570,2025-03-18,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST087571,2024-05-10,Paid Social,,Influencer,Paid Social,Mobile,Website,False
CUST087572,2024-06-22,Direct,,Direct,Direct,Mobile,Website,False
CUST087573,2025-11-13,Paid Search,CAMP0052,Paid Search,Paid Search,Mobile,Website,False
CUST087574,2023-11-15,Paid Social,CAMP0071,Paid Social,Paid Social,Mobile,Website,False
CUST087575,2024-07-30,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087576,2024-07-23,Organic Social,,Organic Search,Organic Social,Mobile,Website,False
CUST087577,2023-07-10,Direct,,Referral,Direct,Mobile,Website,False
CUST087578,2024-06-21,Community Event,,Community Event,Community Event,Mobile,Android,False
CUST087579,2023-07-28,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087580,2025-03-02,Paid Search,,Organic Search,Paid Search,Desktop,Website,False
CUST087581,2024-05-04,Community Event,,Community Event,Community Event,Mobile,Website,False
CUST087582,2025-05-05,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST087583,2025-11-04,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST087584,2024-04-29,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST087585,2025-10-27,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST087586,2025-08-13,Organic Search,,Referral,Organic Search,Desktop,Website,False
CUST087587,2025-01-15,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087588,2025-08-09,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087589,2025-10-26,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,Website,False
CUST087590,2023-06-22,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087591,2024-02-13,Paid Social,CAMP0015,Paid Search,Paid Social,Mobile,Website,False
CUST087592,2024-11-25,Organic Search,,Paid Search,Organic Search,Tablet,Website,False
CUST087593,2024-01-10,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087594,2024-05-30,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087595,2024-02-13,Paid Social,CAMP0015,Paid Social,Paid Social,Mobile,iOS,False
CUST087596,2024-02-05,Direct,,Direct,Direct,Desktop,Website,False
CUST087597,2024-06-22,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087598,2024-01-10,Referral,,Community Event,Referral,Mobile,Website,True
CUST087599,2024-11-12,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST087600,2024-08-08,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST087601,2025-05-28,Referral,,Referral,Referral,Mobile,Android,True
CUST087602,2023-09-06,Influencer,,Direct,Influencer,Mobile,Website,False
CUST087603,2025-11-17,Direct,,Referral,Direct,Desktop,Website,False
CUST087604,2025-11-04,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087605,2023-02-09,Referral,,Referral,Referral,Mobile,Android,True
CUST087606,2023-01-21,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087607,2023-02-22,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087608,2024-04-02,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST087609,2024-08-18,Organic Social,,Organic Search,Organic Social,Mobile,iOS,False
CUST087610,2025-11-30,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST087611,2024-07-17,Referral,,Influencer,Referral,Desktop,Website,True
CUST087612,2023-06-21,Referral,,Paid Search,Referral,Mobile,Website,True
CUST087613,2025-06-05,Direct,,Direct,Direct,Mobile,iOS,False
CUST087614,2024-09-27,Community Event,,Referral,Community Event,Mobile,iOS,False
CUST087615,2025-09-12,Organic Search,,Community Event,Organic Search,Desktop,Website,False
CUST087616,2023-10-27,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST087617,2025-09-07,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087618,2024-07-08,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST087619,2024-06-21,Direct,,Referral,Direct,Mobile,iOS,False
CUST087620,2025-08-11,Paid Social,CAMP0039,Community Event,Paid Social,Tablet,Website,False
CUST087621,2025-11-30,Organic Search,,Paid Search,Organic Search,Desktop,Website,False
CUST087622,2023-09-07,Direct,,Direct,Direct,Mobile,Website,False
CUST087623,2024-05-10,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087624,2023-01-20,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087625,2024-06-23,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087626,2023-04-03,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087627,2024-07-11,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087628,2024-11-10,Paid Search,,Paid Social,Paid Search,Mobile,Website,False
CUST087629,2023-01-09,Paid Social,,Organic Social,Paid Social,Mobile,Android,False
CUST087630,2025-08-31,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST087631,2025-02-18,Paid Search,CAMP0038,Paid Search,Paid Search,Desktop,Website,False
CUST087632,2023-04-21,Referral,,Referral,Referral,Desktop,Website,True
CUST087633,2024-01-15,Paid Search,,Referral,Paid Search,Mobile,iOS,False
CUST087634,2025-10-14,Organic Search,,Community Event,Organic Search,Tablet,Website,False
CUST087635,2025-03-05,Paid Search,,Influencer,Paid Search,Desktop,Website,False
CUST087636,2024-01-05,Organic Search,,Organic Social,Organic Search,Mobile,Website,False
CUST087637,2024-10-28,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087638,2025-07-12,Paid Search,CAMP0053,Referral,Paid Search,Desktop,Website,False
CUST087639,2024-07-16,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087640,2024-03-25,Influencer,CAMP0004,Organic Social,Influencer,Mobile,Android,False
CUST087641,2025-10-15,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087642,2023-11-03,Paid Search,,Community Event,Paid Search,Mobile,Website,False
CUST087643,2023-04-28,Organic Search,,Paid Social,Organic Search,Desktop,Website,False
CUST087644,2023-06-20,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087645,2025-10-14,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087646,2023-01-08,Community Event,,Community Event,Community Event,Mobile,Android,False
CUST087647,2023-06-21,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087648,2023-12-18,Organic Search,,Influencer,Organic Search,Desktop,Website,False
CUST087649,2025-09-02,Influencer,,Influencer,Influencer,Mobile,Android,False
CUST087650,2023-06-21,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087651,2023-01-12,Referral,,Community Event,Referral,Desktop,Website,True
CUST087652,2024-08-12,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087653,2024-12-29,Paid Search,,Paid Search,Paid Search,Mobile,Android,False
CUST087654,2024-03-18,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087655,2025-10-15,Organic Social,,Influencer,Organic Social,Mobile,Website,False
CUST087656,2025-11-09,Paid Social,CAMP0002,Organic Search,Paid Social,Desktop,Website,False
CUST087657,2024-01-12,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087658,2025-05-21,Referral,,Organic Search,Referral,Desktop,Website,True
CUST087659,2025-03-06,Direct,,Direct,Direct,Mobile,iOS,False
CUST087660,2024-01-11,Organic Search,,Direct,Organic Search,Mobile,iOS,False
CUST087661,2025-09-22,Organic Social,,Organic Social,Organic Social,Tablet,iOS,False
CUST087662,2024-02-07,Paid Social,CAMP0015,Paid Social,Paid Social,Mobile,iOS,False
CUST087663,2024-08-14,Direct,,Direct,Direct,Mobile,Android,False
CUST087664,2023-12-25,Community Event,,Referral,Community Event,Mobile,Website,False
CUST087665,2025-10-28,Organic Search,,Paid Social,Organic Search,Mobile,Website,False
CUST087666,2023-10-27,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087667,2025-01-30,Paid Search,CAMP0038,Paid Search,Paid Search,Mobile,Website,False
CUST087668,2025-08-23,Organic Search,,Referral,Organic Search,Mobile,iOS,False
CUST087669,2025-12-20,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087670,2023-12-14,Direct,,Referral,Direct,Desktop,Website,False
CUST087671,2025-03-27,Direct,,Direct,Direct,Mobile,Android,False
CUST087672,2025-01-08,Influencer,,Community Event,Influencer,Mobile,Website,False
CUST087673,2025-09-19,Paid Search,CAMP0044,Organic Search,Paid Search,Mobile,Website,False
CUST087674,2024-02-19,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087675,2023-01-23,Referral,,Paid Social,Referral,Desktop,Website,True
CUST087676,2024-08-03,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST087677,2023-03-25,Referral,,Referral,Referral,Desktop,Website,True
CUST087678,2024-05-09,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087679,2023-09-06,Direct,,Organic Social,Direct,Mobile,Website,False
CUST087680,2025-04-18,Direct,,Direct,Direct,Desktop,Website,False
CUST087681,2023-04-12,Influencer,CAMP0057,Paid Search,Influencer,Desktop,Website,False
CUST087682,2025-04-14,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087683,2023-11-17,Paid Social,CAMP0071,Influencer,Paid Social,Desktop,Website,False
CUST087684,2025-09-01,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087685,2025-03-22,Paid Social,CAMP0018,Paid Search,Paid Social,Mobile,Website,False
CUST087686,2025-02-26,Paid Search,,Paid Search,Paid Search,Mobile,Android,False
CUST087687,2025-01-09,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087688,2025-08-22,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087689,2023-01-23,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST087690,2025-12-28,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087691,2024-07-15,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087692,2023-05-07,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087693,2024-04-20,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087694,2024-10-11,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087695,2025-03-25,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087696,2025-07-28,Referral,,Referral,Referral,Tablet,iOS,True
CUST087697,2024-07-05,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST087698,2025-03-27,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST087699,2023-12-07,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087700,2023-09-21,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087701,2025-04-18,Paid Social,CAMP0017,Paid Social,Paid Social,Mobile,Website,False
CUST087702,2024-02-04,Influencer,CAMP0045,Influencer,Influencer,Mobile,Website,False
CUST087703,2023-11-13,Direct,,Influencer,Direct,Desktop,Website,False
CUST087704,2025-03-29,Organic Social,,Referral,Organic Social,Mobile,Android,False
CUST087705,2023-11-11,Paid Social,CAMP0071,Organic Search,Paid Social,Mobile,iOS,False
CUST087706,2025-05-08,Referral,,Referral,Referral,Mobile,Website,True
CUST087707,2024-12-24,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087708,2025-06-22,Organic Search,,Organic Social,Organic Search,Desktop,Website,False
CUST087709,2023-01-22,Paid Social,,Paid Social,Paid Social,Mobile,Android,False
CUST087710,2023-07-01,Organic Social,,Direct,Organic Social,Mobile,iOS,False
CUST087711,2024-04-19,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST087712,2025-07-06,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST087713,2024-02-05,Direct,,Direct,Direct,Desktop,Website,False
CUST087714,2025-07-17,Paid Social,CAMP0039,Community Event,Paid Social,Mobile,Website,False
CUST087715,2024-09-16,Paid Social,,Paid Search,Paid Social,Mobile,Website,False
CUST087716,2025-11-13,Paid Social,CAMP0002,Community Event,Paid Social,Mobile,Website,False
CUST087717,2024-04-18,Direct,,Paid Search,Direct,Mobile,iOS,False
CUST087718,2023-04-05,Paid Search,,Influencer,Paid Search,Desktop,Website,False
CUST087719,2025-05-24,Referral,,Referral,Referral,Mobile,Android,True
CUST087720,2025-06-29,Paid Social,CAMP0039,Paid Social,Paid Social,Mobile,iOS,False
CUST087721,2023-05-02,Direct,,Referral,Direct,Mobile,iOS,False
CUST087722,2025-12-03,Referral,,Referral,Referral,Mobile,iOS,True
CUST087723,2025-09-02,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST087724,2024-09-09,Direct,,Direct,Direct,Mobile,iOS,False
CUST087725,2024-11-26,Referral,,Paid Social,Referral,Mobile,iOS,True
CUST087726,2025-02-27,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST087727,2025-05-03,Paid Social,CAMP0018,Paid Social,Paid Social,Desktop,Website,False
CUST087728,2023-11-02,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST087729,2023-04-18,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST087730,2025-09-30,Paid Social,CAMP0019,Influencer,Paid Social,Desktop,Website,False
CUST087731,2025-02-06,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087732,2024-08-15,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST087733,2023-01-11,Community Event,,Community Event,Community Event,Mobile,Website,False
CUST087734,2024-01-03,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087735,2025-02-24,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087736,2024-11-07,Organic Search,,Organic Social,Organic Search,Mobile,iOS,False
CUST087737,2025-07-08,Organic Search,,Influencer,Organic Search,Desktop,Website,False
CUST087738,2025-12-05,Direct,,Direct,Direct,Mobile,Website,False
CUST087739,2025-06-27,Paid Social,CAMP0036,Paid Social,Paid Social,Desktop,Website,False
CUST087740,2023-05-01,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST087741,2025-12-16,Organic Social,,Organic Social,Organic Social,Tablet,Android,False
CUST087742,2024-02-10,Direct,,Direct,Direct,Mobile,Website,False
CUST087743,2025-07-20,Paid Social,CAMP0039,Paid Social,Paid Social,Mobile,iOS,False
CUST087744,2025-04-17,Direct,,Direct,Direct,Mobile,iOS,False
CUST087745,2023-04-01,Influencer,CAMP0057,Community Event,Influencer,Mobile,Android,False
CUST087746,2024-11-04,Paid Social,CAMP0010,Paid Social,Paid Social,Mobile,Website,False
CUST087747,2024-10-20,Direct,,Referral,Direct,Mobile,Website,False
CUST087748,2023-11-06,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST087749,2023-03-20,Community Event,,Community Event,Community Event,Mobile,Android,False
CUST087750,2023-11-14,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087751,2025-03-10,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087752,2023-07-31,Direct,,Organic Social,Direct,Mobile,iOS,False
CUST087753,2025-10-13,Organic Social,,Direct,Organic Social,Mobile,Website,False
CUST087754,2024-09-24,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087755,2023-12-08,Referral,,Organic Search,Referral,Desktop,Website,True
CUST087756,2023-11-24,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST087757,2023-06-23,Organic Social,,Community Event,Organic Social,Desktop,Website,False
CUST087758,2024-06-17,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST087759,2025-01-04,Community Event,,Paid Search,Community Event,Mobile,Website,False
CUST087760,2025-05-14,Direct,,Direct,Direct,Mobile,iOS,False
CUST087761,2025-05-06,Community Event,CAMP0014,Community Event,Community Event,Mobile,Website,False
CUST087762,2023-08-23,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST087763,2024-12-05,Organic Social,,Paid Search,Organic Social,Mobile,Website,False
CUST087764,2023-05-23,Referral,,Community Event,Referral,Desktop,Website,True
CUST087765,2025-03-08,Paid Social,,Organic Search,Paid Social,Mobile,Website,False
CUST087766,2024-08-25,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST087767,2025-08-06,Paid Social,CAMP0039,Paid Social,Paid Social,Mobile,iOS,False
CUST087768,2023-12-01,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087769,2024-01-07,Paid Social,,Community Event,Paid Social,Mobile,iOS,False
CUST087770,2023-06-01,Direct,,Direct,Direct,Desktop,Website,False
CUST087771,2025-04-29,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087772,2023-01-07,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST087773,2025-04-04,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087774,2025-12-10,Community Event,,Community Event,Community Event,Mobile,Android,False
CUST087775,2024-12-01,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST087776,2025-03-29,Referral,,Referral,Referral,Mobile,iOS,True
CUST087777,2025-11-03,Paid Social,CAMP0002,Paid Social,Paid Social,Desktop,Website,False
CUST087778,2023-03-22,Influencer,CAMP0057,Paid Search,Influencer,Mobile,Website,False
CUST087779,2025-01-14,Referral,,Referral,Referral,Mobile,Android,True
CUST087780,2024-11-21,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST087781,2023-07-09,Organic Search,,Paid Search,Organic Search,Mobile,Website,False
CUST087782,2024-03-27,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087783,2023-09-18,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST087784,2024-08-01,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST087785,2024-11-11,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087786,2025-02-07,Referral,,Referral,Referral,Mobile,iOS,True
CUST087787,2023-05-21,Direct,,Direct,Direct,Mobile,iOS,False
CUST087788,2024-05-22,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST087789,2025-09-17,Paid Social,CAMP0019,Paid Social,Paid Social,Mobile,Website,False
CUST087790,2024-11-04,Referral,,Organic Search,Referral,Mobile,Website,True
CUST087791,2025-07-30,Direct,,Paid Social,Direct,Mobile,Website,False
CUST087792,2024-12-27,Direct,,Referral,Direct,Mobile,Website,False
CUST087793,2023-11-20,Organic Search,,Direct,Organic Search,Tablet,iOS,False
CUST087794,2023-03-15,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST087795,2025-08-23,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST087796,2025-04-18,Direct,,Paid Social,Direct,Mobile,Website,False
CUST087797,2023-08-24,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087798,2024-08-04,Direct,,Direct,Direct,Mobile,Website,False
CUST087799,2025-03-21,Direct,,Direct,Direct,Mobile,iOS,False
CUST087800,2025-10-21,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,Website,False
CUST087801,2024-11-30,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087802,2023-05-11,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST087803,2025-08-26,Community Event,,Paid Social,Community Event,Desktop,Website,False
CUST087804,2025-04-11,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST087805,2024-10-11,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST087806,2024-03-11,Community Event,,Community Event,Community Event,Mobile,iOS,False
CUST087807,2023-12-22,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST087808,2025-09-14,Paid Social,CAMP0019,Paid Search,Paid Social,Mobile,Website,False
CUST087809,2025-08-21,Organic Search,,Paid Search,Organic Search,Mobile,Website,False
CUST087810,2025-03-25,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST087811,2024-10-16,Referral,,Referral,Referral,Mobile,Website,True
CUST087812,2024-11-30,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST087813,2024-03-11,Paid Social,,Influencer,Paid Social,Mobile,Website,False
CUST087814,2024-03-10,Influencer,CAMP0004,Influencer,Influencer,Desktop,Website,False
CUST087815,2024-03-15,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST087816,2025-02-20,Paid Social,CAMP0029,Organic Social,Paid Social,Mobile,Website,False
CUST087817,2024-05-13,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST087818,2023-09-16,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087819,2025-06-11,Direct,,Direct,Direct,Desktop,Website,False
CUST087820,2023-09-26,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST087821,2025-04-17,Direct,,Direct,Direct,Mobile,Website,False
CUST087822,2025-06-14,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087823,2023-03-01,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087824,2024-11-09,Community Event,,Paid Social,Community Event,Mobile,Website,False
CUST087825,2025-12-09,Community Event,,Paid Social,Community Event,Mobile,Website,False
CUST087826,2024-01-02,Paid Social,,Community Event,Paid Social,Mobile,Website,False
CUST087827,2024-05-23,Direct,,Organic Search,Direct,Desktop,Website,False
CUST087828,2025-03-14,Referral,,Referral,Referral,Mobile,Website,True
CUST087829,2023-04-03,Referral,,Organic Search,Referral,Desktop,Website,True
CUST087830,2023-05-13,Organic Search,,Organic Social,Organic Search,Mobile,iOS,False
CUST087831,2025-08-16,Direct,,Paid Social,Direct,Mobile,Website,False
CUST087832,2023-12-31,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST087833,2025-02-10,Paid Social,CAMP0029,Paid Social,Paid Social,Mobile,Android,False
CUST087834,2024-05-16,Direct,,Organic Social,Direct,Desktop,Website,False
CUST087835,2024-01-25,Organic Search,,Paid Search,Organic Search,Mobile,Website,False
CUST087836,2024-07-24,Paid Search,,Influencer,Paid Search,Mobile,iOS,False
CUST087837,2025-06-17,Paid Search,CAMP0053,Paid Search,Paid Search,Mobile,Website,False
CUST087838,2024-07-06,Direct,,Direct,Direct,Mobile,Website,False
CUST087839,2024-12-08,Paid Search,,Paid Search,Paid Search,Mobile,Android,False
CUST087840,2025-02-15,Paid Social,CAMP0029,Paid Social,Paid Social,Desktop,Website,False
CUST087841,2025-09-18,Paid Search,CAMP0044,Paid Search,Paid Search,Desktop,Website,False
CUST087842,2025-04-21,Paid Social,CAMP0017,Paid Social,Paid Social,Mobile,Android,False
CUST087843,2025-03-07,Paid Social,,Referral,Paid Social,Desktop,Website,False
CUST087844,2025-11-16,Paid Search,CAMP0052,Paid Search,Paid Search,Desktop,Website,False
CUST087845,2023-03-10,Referral,,Referral,Referral,Mobile,Android,True
CUST087846,2024-01-20,Paid Social,CAMP0015,Direct,Paid Social,Mobile,Website,False
CUST087847,2023-09-16,Referral,,Referral,Referral,Desktop,Website,True
CUST087848,2024-03-31,Referral,,Referral,Referral,Tablet,iOS,True
CUST087849,2025-10-15,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST087850,2025-10-13,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087851,2024-09-16,Paid Social,,Direct,Paid Social,Desktop,Website,False
CUST087852,2023-09-04,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087853,2025-02-10,Paid Social,CAMP0029,Paid Social,Paid Social,Mobile,Website,False
CUST087854,2024-08-05,Referral,,Direct,Referral,Mobile,Website,True
CUST087855,2024-04-08,Organic Search,,Paid Search,Organic Search,Mobile,iOS,False
CUST087856,2023-02-15,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST087857,2025-06-15,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087858,2025-09-08,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST087859,2023-06-25,Organic Search,,Influencer,Organic Search,Mobile,iOS,False
CUST087860,2024-03-15,Influencer,CAMP0004,Influencer,Influencer,Mobile,Website,False
CUST087861,2024-07-19,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087862,2023-04-27,Community Event,,Organic Social,Community Event,Mobile,Website,False
CUST087863,2024-07-19,Community Event,CAMP0025,Community Event,Community Event,Mobile,Website,False
CUST087864,2023-12-15,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST087865,2023-09-02,Organic Search,,Paid Social,Organic Search,Mobile,iOS,False
CUST087866,2025-10-30,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,Website,False
CUST087867,2025-08-05,Direct,,Direct,Direct,Mobile,Website,False
CUST087868,2023-10-26,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST087869,2024-07-14,Organic Social,,Organic Search,Organic Social,Mobile,iOS,False
CUST087870,2025-04-07,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST087871,2024-07-27,Paid Search,,Organic Search,Paid Search,Desktop,Website,False
CUST087872,2023-01-04,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST087873,2024-07-13,Paid Search,,Paid Search,Paid Search,Mobile,Android,False
CUST087874,2025-05-29,Direct,,Direct,Direct,Mobile,Website,False
CUST087875,2023-06-18,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST087876,2024-10-26,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST087877,2024-04-02,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087878,2024-02-06,Organic Search,,Referral,Organic Search,Mobile,Website,False
CUST087879,2025-04-07,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST087880,2024-07-15,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087881,2024-05-16,Referral,,Referral,Referral,Mobile,Website,True
CUST087882,2025-08-22,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST087883,2024-08-19,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST087884,2025-07-09,Direct,,Community Event,Direct,Desktop,Website,False
CUST087885,2025-09-09,Paid Social,CAMP0026,Paid Social,Paid Social,Mobile,Website,False
CUST087886,2024-10-29,Organic Social,,Direct,Organic Social,Mobile,iOS,False
CUST087887,2025-08-25,Direct,,Organic Search,Direct,Mobile,iOS,False
CUST087888,2025-05-02,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST087889,2023-10-19,Paid Social,CAMP0050,Paid Social,Paid Social,Mobile,iOS,False
CUST087890,2025-11-16,Organic Search,,Direct,Organic Search,Mobile,Website,False
CUST087891,2025-03-01,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST087892,2023-10-10,Organic Social,,Organic Search,Organic Social,Desktop,Website,False
CUST087893,2023-12-25,Referral,,Community Event,Referral,Desktop,Website,True
